summary,type
migrate XMLRPC from DefaultRepositoryBrowsing to the metadata content repository API see MRM- for more information,Improvement
Indexing tasks are lost when server goes down or re-starts Queued indexing tasks are lost when the server goes down or re-starts resulting to some artifacts not being indexed. The workaround is to force Archiva to scan the entire repository again when the server is back online.,Bug
XMLRPC Basic Compliance  Call archiva XMLRPC Service from other language like Php  The XMLRPC API used by archiva is not compliant with other language and client xml-rpc,Improvement
repository scan period is incorrect the repository scanner uses the end time of the previous scan  the duration as the start time for the next scan. This means that any artifacts that are added in that time between scans will not be detected.,Bug
"Archiva cachecreate corruptinvalid pom and jar in its internal directory Currently running .., and when putting a dependency section that is not available internally or externally, Achriva createscaches corruptinvalid pom and jar in the internal directory",Bug
"Hide the sub-topics in documentation menu by default The sub-topics of ""Log Files"" are displayed. httparchiva.apache.orgdocs..index.html

The sub-topics should be hidden by default similar to other topics.",Bug
"Nexus indexer drags in unnecessary dependencies the use of nexus-indexer drags in some libraries we dont need for example, commons-cli, and some XML APIs. Look at excluding those where possible.",Improvement
"Update documentation - Artifacts not displayed in Archiva GUI after release  According to the documentation, artifacts should show up immediately. It should not be necessary to wait for a scan.

httparchiva.apache.orgdocs..userguidedeploy.html says

    Once the files are deployed into the location of the Archiva managed repository, they should immediately appear in the Browse page. The artifacts should also be searcheable as long as the index-content repository consumer is enabled.",Improvement
"Dependency tree should include the artifact type Currently in the dependency tree view, you cant tell what type the artifact is jar, war, etc..  The view should include this information.",Improvement
"NPE when updating consumers of known content without setting any of the checkboxes enabled java.lang.NullPointerException
	at org.apache.maven.archiva.web.action.admin.scanning.RepositoryScanningAction.filterAddedConsumersRepositoryScanningAction.java
	at org.apache.maven.archiva.web.action.admin.scanning.RepositoryScanningAction.updateKnownConsumersRepositoryScanningAction.java
	at sun.reflect.NativeMethodAccessorImpl.invokeNative Method
	at sun.reflect.NativeMethodAccessorImpl.invokeNativeMethodAccessorImpl.java
	at sun.reflect.DelegatingMethodAccessorImpl.invokeDelegatingMethodAccessorImpl.java
	at java.lang.reflect.Method.invokeMethod.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeActionDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeActionOnlyDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.DefaultWorkflowInterceptor.doInterceptDefaultWorkflowInterceptor.java
	at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.interceptMethodFilterInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.validator.ValidationInterceptor.doInterceptValidationInterceptor.java
	at org.apache.struts.interceptor.validation.AnnotationValidationInterceptor.doInterceptAnnotationValidationInterceptor.java
	at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.interceptMethodFilterInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.apache.maven.archiva.web.interceptor.ConfigurationInterceptor.interceptConfigurationInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.codehaus.plexus.redback.struts.interceptor.PolicyEnforcementInterceptor.interceptPolicyEnforcementInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.codehaus.plexus.redback.struts.interceptor.SecureActionInterceptor.interceptSecureActionInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.ParameterFilterInterceptor.interceptParameterFilterInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.DefaultWorkflowInterceptor.doInterceptDefaultWorkflowInterceptor.java
	at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.interceptMethodFilterInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.validator.ValidationInterceptor.doInterceptValidationInterceptor.java
	at org.apache.struts.interceptor.validation.AnnotationValidationInterceptor.doInterceptAnnotationValidationInterceptor.java
	at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.interceptMethodFilterInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.ConversionErrorInterceptor.interceptConversionErrorInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.ParametersInterceptor.doInterceptParametersInterceptor.java
	at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.interceptMethodFilterInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.StaticParametersInterceptor.interceptStaticParametersInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.apache.struts.interceptor.CheckboxInterceptor.interceptCheckboxInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.apache.struts.interceptor.FileUploadInterceptor.interceptFileUploadInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.ModelDrivenInterceptor.interceptModelDrivenInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.ScopedModelDrivenInterceptor.interceptScopedModelDrivenInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.apache.struts.interceptor.ProfilingActivationInterceptor.interceptProfilingActivationInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.apache.struts.interceptor.debugging.DebuggingInterceptor.interceptDebuggingInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.ChainingInterceptor.interceptChainingInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.InInterceptor.interceptInInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.PrepareInterceptor.doInterceptPrepareInterceptor.java
	at com.opensymphony.xwork.interceptor.MethodFilterInterceptor.interceptMethodFilterInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.apache.struts.interceptor.ServletConfigInterceptor.interceptServletConfigInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.AliasInterceptor.interceptAliasInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at com.opensymphony.xwork.interceptor.ExceptionMappingInterceptor.interceptExceptionMappingInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.codehaus.plexus.redback.struts.interceptor.AutoLoginInterceptor.interceptAutoLoginInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.codehaus.plexus.redback.struts.interceptor.ForceAdminUserInterceptor.interceptForceAdminUserInterceptor.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.DefaultActionInvocation$.doProfilingDefaultActionInvocation.java
	at com.opensymphony.xwork.util.profiling.UtilTimerStack.profileUtilTimerStack.java
	at com.opensymphony.xwork.DefaultActionInvocation.invokeDefaultActionInvocation.java
	at org.apache.struts.impl.StrutsActionProxy.executeStrutsActionProxy.java
	at org.apache.struts.dispatcher.Dispatcher.serviceActionDispatcher.java
	at org.apache.struts.dispatcher.FilterDispatcher.doFilterFilterDispatcher.java
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilterServletHandler.java
	at com.opensymphony.module.sitemesh.filter.PageFilter.parsePagePageFilter.java
	at com.opensymphony.module.sitemesh.filter.PageFilter.doFilterPageFilter.java
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilterServletHandler.java
	at org.apache.struts.dispatcher.ActionContextCleanUp.doFilterActionContextCleanUp.java
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilterServletHandler.java
	at org.mortbay.jetty.servlet.ServletHandler.handleServletHandler.java
	at org.mortbay.jetty.security.SecurityHandler.handleSecurityHandler.java
	at org.mortbay.jetty.servlet.SessionHandler.handleSessionHandler.java
	at org.mortbay.jetty.handler.ContextHandler.handleContextHandler.java
	at org.mortbay.jetty.webapp.WebAppContext.handleWebAppContext.java
	at org.mortbay.jetty.handler.ContextHandlerCollection.handleContextHandlerCollection.java
	at org.mortbay.jetty.handler.HandlerCollection.handleHandlerCollection.java
	at org.mortbay.jetty.handler.HandlerWrapper.handleHandlerWrapper.java
	at org.mortbay.jetty.Server.handleServer.java
	at org.mortbay.jetty.HttpConnection.handleRequestHttpConnection.java
	at org.mortbay.jetty.HttpConnection$RequestHandler.headerCompleteHttpConnection.java
	at org.mortbay.jetty.HttpParser.parseNextHttpParser.java
	at org.mortbay.jetty.HttpParser.parseAvailableHttpParser.java
	at org.mortbay.jetty.HttpConnection.handleHttpConnection.java
	at org.mortbay.io.nio.SelectChannelEndPoint.runSelectChannelEndPoint.java
	at org.mortbay.thread.QueuedThreadPool$PoolThread.runQueuedThreadPool.java",Bug
"Support for archetype-catalog.xml When creating new archetypes for custom type of projects, the archetypes need to be published deployed to a repository. However, to use the archetypes e.g. in MEclipse, you need to set an URL for a remote archetype-catalog.xml

Archiva should be able to dynamically produce the contents of an archetype-catalog.xml based on all of the archetypes deployed in the given repository. This would enable teams to use their own archetypes more efficiently.",New_Feature
create-missing-checksums and metadata-updater sometimes causes deployments to fail for large projects when enabled Deployment of checksum and metadata files fails and an error  is returned. I reproduced this error when building the Archiva and Continuum sources and deploying them to a running Archiva instance.,Bug
Granting the Global Repository ManagerSystem Administrator role does not automatically assign the Global Repository Observer role Go to the role assignments of the default admin account. Global Repository Observer checkbox is editable which shouldnt be. You can also reproduce this by creating a new user with a System AdministratorGlobal Repository Manager role.,Bug
"Include other file types for the index consumer instead of just the indexable-content Since the nexus indexer processes the artifact itself and not the pom, the default configuration should have the other file types jar, war, ear, etc. in indexable-content so that they get indexed without the need to add these configuration. ",Improvement
"Improve Authorization Denied log message I see this in archiva.log

-- , btpool- INFO  org.apache.maven.archiva.security.ArchivaServletAuthenticator  - Authorization Denied ip...,permissionarchiva-read-repository,repointernal  no matching permissions

Can this message be improved to include
 . the file being accessed
 . the username that tried to access it


Sometimes you can correlate times with the Jetty access log and figure it out.  In my environment its usually the guest user missing a repo observer role.
",Improvement
