summary,type
ca n't run multiple stories with maven plugin i 'm using the maven plugin to run stories and am noticing that i ca n't run more than story without the build failing with a rejectedexecutionexception when debugging in eclipse with mvndebug and attaching to the local debug port i can attach a breakpoint in the shutdownnow method for the executor service used by the storymanager class this method is called by the shutdownexecutorservice method in embedder which in turn gets called when of my story classes which extends junitstory completes however the storymanager does not get recreated at this point meaning i 'm left with a terminated thread pool so when the next story comes up it gets rejected since no threads are running or can be created in that pool downgrading to fixes this issue for me i would consider this a blocking issue as most people using junitstory likely have more than of them and this will cause builds to fail for no reason of the application developers ,Bug
race condition in storymanager prevents it waiting for all tasks to be done in waituntilalldoneorfailed method in storymanager class inside while loop we are iterating a hashmap runningstories in a for each loop since we are using a hashmap order is not guaranteed over time and thus there 's a chance to exit prematurely the while loop if there is no in progress task i e all tasks are either done or not started or marked as that last task is done this exists the while loop without waiting for all task to finish ,Bug
allow having stories in classpath with encoding different than utf projects may have different encodings sources and resources and change them to utf may not be an option this change allows clients of code java loadfromclasspath code to define their stories encoding without having to subclass while maintaining utf as default ,Improvement
upgrade to apache commons lang v from v java end of life is oct i propose to start jbehave migration to java to make this process smooth i suggest to update jbehave dependencies to the latest available ones and compatible with java now jbehave uses code xml groupid commons lang groupid artifactid commons lang artifactid version version code i propose to upgrade it to apache commons lang the next version requires java ,Improvement
underscoredtocapitalized incorrectly resolves names with the extension in the name correct behavior given story files such as com sample story test story story which is translated to the report com sample story test story story when the underscoredtocapitalized resolver attempts to resolve the name then the result is test story current behavior com sample story test story story is resolved to sample ,Bug
support partial named parameter replacement in parameterized steps given i have an implemented step code java given i do something with parameter parameter public void dosomething named parameter string parameter code and i have a scenario code scenario do something given i do something with parameter foo parameterpart bar examples parameterpart middle code then parameterpart should be properly replaced by value from the examples and foo middle bar value should be passed as parameter to the step implementation,Improvement
multi threading issue with fluentselenium fluentwebdriverpage should not do it 's own threadlocal stuff as it ca n't be cleared per story or per thread in the same way that delegatingwebdriverprovider can ,Bug
total report did n't count correcty for scenario with given scenario problem in this place org jbehave core reporters poststorystatisticscollector code boolean write false if givenstory this givenstories if has stepsfailed add scenariosfailed write true code steps to reproduce story with scenarios both givenstory and first scenario failed when second scenario 's givenstory finished it will find scenariosfailed in data object from previous scenario and close output file with stats actual result all next results wo nt write in story 's file and total report will be incorrect but html file show real log because execution will be continue ,Bug
running jbehave as junit test gives error i am trying to run a jbehave user story using following code package com joe steps import gherkin formatter format import java util arrays import java util list import org jbehave core configuration configuration import org jbehave core configuration mostusefulconfiguration import org jbehave core io loadfromclasspath import org jbehave core junit junitstories import org jbehave core reporters storyreporterbuilder import org jbehave core steps candidatesteps import org jbehave core steps instancestepsfactory import org junit test public class icantoggleacell extends junitstories override public configuration configuration return new mostusefulconfiguration usestoryloader new loadfromclasspath getclass getclassloader usestoryreporterbuilder new storyreporterbuilder override public list candidatesteps candidatesteps return new instancestepsfactory configuration this createcandidatesteps override protected list string storypaths return arrays aslist com joe features debugplugin story override test public void run throws throwable super run when i try to run it as junit test it gives following error ' java lang noclassdeffounderror org apache commons collections transformer at org jbehave core configuration configuration init configuration java at org jbehave core configuration mostusefulconfiguration init mostusefulconfiguration java at org jbehave core embedder embedder init embedder java at org jbehave core embedder embedder init embedder java at org jbehave core configurableembedder init configurableembedder java at org jbehave core junit junitstories init junitstories java at com joe steps icantoggleacell init icantoggleacell java at sun reflect nativeconstructoraccessorimpl newinstance native method at sun reflect nativeconstructoraccessorimpl newinstance unknown source at sun reflect delegatingconstructoraccessorimpl newinstance unknown source at java lang reflect constructor newinstance unknown source at org junit runners blockjunit classrunner createtest blockjunit classrunner java at org junit runners blockjunit classrunner runreflectivecall blockjunit classrunner java at org junit internal runners model reflectivecallable run reflectivecallable java at org junit runners blockjunit classrunner methodblock blockjunit classrunner java at org junit runners blockjunit classrunner runchild blockjunit classrunner java at org junit runners blockjunit classrunner runchild blockjunit classrunner java at org junit runners parentrunner run parentrunner java at org junit runners parentrunner schedule parentrunner java at org junit runners parentrunner runchildren parentrunner java at org junit runners parentrunner access parentrunner java at org junit runners parentrunner evaluate parentrunner java at org junit runners parentrunner run parentrunner java at org eclipse jdt internal junit runner junit testreference run junit testreference java at org eclipse jdt internal junit runner testexecution run testexecution java at org eclipse jdt internal junit runner remotetestrunner runtests remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner runtests remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner run remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner main remotetestrunner java caused by java lang classnotfoundexception org apache commons collections transformer at java net urlclassloader findclass unknown source at java lang classloader loadclass unknown source at sun misc launcher appclassloader loadclass unknown source at java lang classloader loadclass unknown source more,Bug
parameters surrounded by quotes are not correct in reports when parameters surrounded by quotes not marked like param because parameters will marked if surrounded by spaces only i think not always parameter surrounded by spaces problem actual not only for quotes problem here ,Bug
allow custom implementations of metamatcher i would like to be able to setup custom metamatcher implementations so that i can override defaultmetamatcher or groovymetamatcher ,Improvement
finding steps documentation has a typo ' reportmatchingstepocs ' a block of code in the finding steps documentation has a typo it reads code java embedder reportmatchingstepocs given a step that i 'm looking to match code instead of code java embedder reportmatchingstepdocs given a step that i 'm looking to match code ,Bug
 and step fails when used in composite steps hey guys i m using jbehave with java v i have noticed that if we use and in a composite step then it tries to match it with an and annotation for example consider the following scenario code java given i execute step public void execute step one given i execute step public void execute step given i execute step and composite steps given i execute step and i execute step public void execute step one and two code would fail because it tries to match the composite and i execute step with an and annotation if i change the composite to given i execute step it works could someone confirm that this is an issue in the latest version i will try to fix it if it is as i understand an and should match with the previous step i e if an and follows a given then it should match with a given if it follows a when then it should match a when thanks ben,Bug
example table parameters to take preference over meta parameters imaging the following scenario author rjimgal scenario it is possible to list books by author given an author author when user searches by author then there are books listed examples meta author shakespeare cervantes meta properties are added or updated to existing examplestable parameters this leads into ' rjimgal ' feed into ' given an author author ' step i think examples table value should take preference over meta value this makes even more sense for gherkin where meta does not have any value associated and thus an empty string would be used instead ,Improvement
gherkin tags parsed incorrectly the following gherkin text is incorrectly transformed by gherkinstoryparser see attached junit test noformat featuretag feature a short tagged feature narrative a narrative is a must background something that has to be performed before each scenario noformat the result of the transformation is noformat a short tagged feature narrative a narrative is a mustmeta featuretag lifecycle something that has to be performed before each scenario before noformat as a result the featuretag meta tag has a value starting with lifecycle something it should be empty string ,Bug
jbehave testng selenium grid generate jbehave index html report file for each seperate selenium node when using single jbehave story file i have a jbehave project in which need to integrate with testng and selenium grid which using this this and this code in github sorry since i ca nt past the entire code so only showing the reference i have done the jbehave testng selenium grid but my problem is when using single story file to execute in different selenium node the jbehave report index html file is shown for any node only i want to have separate report for each node in a single or more jbehave report index html file i should not run with story files and all how can i show separate report for each and every selenium node in a single jbehave report html file i know the jbehave use freemarker for their report generation but i have no clue on how to override this and show report for each selenium nodes i have also raised this in stackoverflow which there is no response for it it will be nice if there is feature in jbehave for this like an java code for to optimism that will take the name of the node and present it in the report thanks in advance ,New Feature
hhgh ncg,Bug
use local nexus for deploying releases and snapshots releases and snapshots should use local nexus instance this will allow to work around,New Feature
normalperformablescenario parent givenstory context not restored after running given stories jbehave core src main java org jbehave core embedder performabletree java in the perform of the normalperformablescenario class when a story has given stories context givenstory is set to perform the given stories but is not set back to the original value if not mistaken this could be fixed by adding the following bold public static class normalperformablescenario extends abstractperformablescenario private scenario scenario public normalperformablescenario scenario scenario this scenario scenario public void perform runcontext context throws interruptedexception if context configuration storycontrols resetstatebeforescenario context resetstate beforesteps perform context if givenstories size final boolean parentgivenstory context givenstory context reporter givenstories scenario getgivenstories for performablestory story givenstories context givenstory story givenstory story perform context context givenstory parentgivenstory performrestartablesteps context aftersteps perform context ,Bug
running jbehave story with givenstories produces jbehave report that lists all stories not run v running jbehave story with givenstories produces jbehave report that lists all stories not run v steps specify and run jbehave story in project that has a givenstories step specified jbehave story runs successfully expected behavior jbehave report shows specified jbehave story ran successfully actual behavior jbehave report shows specified jbehave story ran successfully jbehave report lists every jbehave story in the project with a in the excluded column running a jbehave story that does n't have given stories produces expected behaviour givenstories seems to trigger the bug ,Bug
storyreporter being executed times hi i 'm implementing my own reporter by extending storyreporter the thing is each override method being executed times after another before the the execution moves to next method in the execution flow for example beforestory executions beforescenario executions afterscenario executions the running file looks like color d public abstract class genericscenario extends junitstories set system time property in order to be appended to the log file static simpledateformat dateformat new simpledateformat dd mmm yyyy hh mm ss system setproperty systemdate dateformat format new date public genericscenario embedder embedder configuredembedder embedder embeddercontrols usestorytimeouts propertiessingelton getinstance getproperty timeout embedder usetimeoutparsers new myparser embedder configuration useparameterconverters configuration parameterconverters addconverters new parameterconverters enumconverter adding skip support configuredembedder usemetafilters arrays aslist skip public class myparser implements storytimeouts timeoutparser public boolean isvalid string timeout return timeout matches d sec public long asseconds string timeout return long parselong stringutils substringbefore timeout sec override public configuration configuration return new mostusefulconfiguration usestoryloader new loadfromclasspath this getclass usestoryreporterbuilder storyreporter withdefaultformats withformats format txt format console withreporters new mystoryreporter usestorycontrols new storycontrols doskipscenariosafterfailure true storyreporterbuilder storyreporter new storyreporterbuilder the builder is configured to build with the storyreporterbuilder format stats as default format to change the default formats the user can override the method override public storyreporterbuilder withdefaultformats return withformats format console override public injectablestepsfactory stepsfactory return new instancestepsfactory configuration new classes override protected abstract list string storypaths color any idea how to overcome the issue i 've uploaded a simple example project where you reproduce the issue pls see that the before after stories is being executed several times same has happens with the rest methods i 'm implementing color d processing system properties using controls embeddercontrols batch false skip false generateviewafterstories true ignorefailureinstories false ignorefailureinview false verbosefailures false verbosefiltering false storytimeouts threads failonstorytimeout false beforestories before beforestories before beforestories before beforestories after after after afterstories before afterstories before afterstories before afterstories after after after generating reports view to ' users ie desktop jbehaveexample target jbehave ' using formats ' console txt console mystoryreporter console txt console mystoryreporter console txt console mystoryreporter ' and view properties ' navigator ftl jbehave navigator ftl views ftl jbehave views ftl reports ftl jbehave reports ftl nondecorated ftl jbehave report non decorated ftl decorated ftl jbehave report decorated ftl maps ftl jbehave maps ftl ' disconnected from the target vm address ' ' transport ' socket ' reports view generated with stories of which pending containing scenarios of which pending process finished with exit code color thanks,Bug
usingsteps packages overrides instances code java runwith annotatedpathrunner class usingpaths searchin src test resources excludes story exclude includes story usingsteps packages com example candidatesteps instances com example jbehavehooks class usingembedder storytimeouts generateviewafterstories false configure parameterconverters booleanparameterconverter class public class jbehaverunner code with this in place before and after hooks defined in jbehavehooks will not be run the issue lies in annotationbuilder buildstepsfactory code java list class object stepsclasses finder getannotatedclasses usingsteps class object class instances if stepsclasses isempty for class object stepsclass stepsclasses stepsinstances add instanceof object class stepsclass factory new instancestepsfactory configuration stepsinstances list string packages finder getannotatedvalues usingsteps class string class packages if packages isempty string matchingnames finder getannotatedvalue usingsteps class string class matchingnames string notmatchingnames finder getannotatedvalue usingsteps class string class notmatchingnames factory new scanningstepsfactory configuration packages toarray new string packages size matchingnames matchingnames notmatchingnames notmatchingnames code as you can see the var factory is overwritten if packages is defined in the annotation usingsteps ,Bug
there are are unpredictable amount of stories executed for the same story finder with the same include property for large amount of story files jbehave test runner execute different amount of stories for the large amount of stories we have now test runner could run and other unpredictable amount of tests test runner is configured to be single threaded stories are loaded from classpath consider original and fixed storymanager class which executes all stories returned by story finder ,Bug
numberconverter should not ignore all non digit characters for bigdecimal type numberconverter allow values like ' helloworld ' to be converter into as bigdecimal this can lead into wrong data without user noticing there are some non digit characters like dot ' ' and comma ' ' that we should allow in order to ease reading of big numbers like or depending on the locale project demonstrates how ' x a ' is converted into bigdecimal while could expect numberconverter to support hex inputs ,Bug
meta of examples does n't inherit scenario meta if scenario contains meta and example table examples does n't contain meta and meta filters are applied to this scenario all examples are excluded because meta is empty but they should be included if scenario meta matches,Bug
allow parameter conversion in example table to support generic type methods of the parameterconverter interface can accept type object not just class so i think the examplestable does n't need to restrict ability of the converters it would be better if it is supported ,Improvement
parameter value is not propagated from examples table to nested steps of composed step given some parameterized step and another step composed of the first step code given some state with param public void somestep string param given some another state with param composite steps given some state with param public void composedstep string param code when jbehave will execute scenario which takes parameter value for composed step from examples table code scenario given another state with p examples p code then somestep string param will be called with wrong value p but at the same time composedstep string param will be called with correct value ,Bug
distinguish ignored steps and comments all comments from bdd stories are reported as ignored steps but only comments starting with given when then and or any other corresponding localized keywords should be considered as ignored steps ,Improvement
doskipscenariosafterfailure do not catch failure in beforestory steps to reproduce bug editing project configuration set doskipscenariosafterfailure true run story that has a failure in beforestory h wxpected output scenarios will not run since before story has failed h actual output scenarios run anyway even if beforestory has failed,Bug
givenstories at story level are reported to storyreporter chaotically in multi threaded mode steps to reproduce create some stories like code java givenstories precondition story scenario scenario when i do something code run them using multiple threads actual result givenstory flag is passed to methods beforestory and afterstory in some random order multiple threads change and share value expected result multiple threads should use local givenstory flag,Bug
custom stepmonitor does n't work in version x i created a custom stepmonitor quote private stepmonitor stp new nullstepmonitor public void performing string step boolean dryrun system err println debug monitor step step quote and i use it in my configuration quote return new mostusefulconfiguration usestepmonitor stp quote on version it works as expected the result is quote scenario a scenario with some pending steps debug monitor step given i am a pending step given i am a pending step debug monitor step and i am still pending step and i am still pending step debug monitor step when a good soul will implement me when a good soul will implement me debug monitor step then i shall be happy then i shall be happy quote but on version it does n't work i have got quote scenario a scenario with some pending steps given i am a pending step and i am still pending step when a good soul will implement me then i shall be happy quote here is simple example on github master branch is for version and branch jbehave is for version,Bug
scenario metadata overwrite overview a bug was introduced with the release which effects scenario level metadata if scenario level metadata is passed into steps as named parameters then the wrong values are sometimes used for example the scenario metadata is passed into the scenario step details it appears that the performablestory is constructed a property map is passed into each performablescenario where it is flushed out with story and scenario level metadata and then stored with the performablescenario for named parameter matching when the scenario is run however all performablescenarios are sharing the same namedparameter map passed in from the performablestory therefore when each scenario is parsed and the performablescenario created the map is updated which effects all the scenarios impact test suites that were written against x and use scenario level metadata within their steps fail or report incorrect results when upgrading to jbehave x fix the performablescenarios need to create and store a separate copy of the namedparameter map to that this overwriting does not occur ,Bug
ide hangs with attatched story file when we try to edit something in attached story file ide gets stuck and need to restart to reproduce open this file and scroll down to eof then try to put a space then ide is getting stuck and can not do anything need to kill the process by task manager i used both intelijidea and eclipse mars and can reproduced the same issue i have set of files like this only difference i can see in these files are no of lines lines is there any limitation that jbehave can handled i 've installed below jbehave plugins on my ide jbehave plugin jbehave support jbehave support extention i spend number of days to resolve this issue but could n't find a solution for this i m stuck on my project works can you guys please advice me on this,Bug
broken project false positive for many examples hi jbehave team i 'm currently worried that many of the examples might be broken but still report as successful when executed from the command line using maven commands such as mvn psonatype s settings xml clean install djbehave version pexamples i noticed the next line was commented a long time ago here code java usependingstepstrategy new failinguponpendingstep code so that allows many tests to pass even when some of their corresponding steps are not being matched at all e g when some meta parameters are not being inherited and then some of the parameters are parsed as plain strings maybe it would be more useful safer if that line was n't commented and each test that needs to have pending steps could override that behavior in any case the thing is that it seems many of examples provided on the repo just do n't really work also something else i noticed i mean besides the instructions provided in the site repo being kind of insufficient in order to be able to compile the project successfully without having some headaches is that the tests configured for the project are kind of unreliable because they randomly fail when trying to build it i e when running mvn s settings xml clean install so this makes it a bit difficult to contribute back to this great project ps currently i have the core examples in my repo set up with gradle so you just need to run gradlew clean test in order to verify what i just stated if you want to run it trough intellij though you need to make sure the processresources task runs before the tests or move the story files to the resources directory manually so that they are picked up by the framework during execution thanks rodrigo,Bug
add start and end time to each step in cross reference in cross reference file can not see the start and end times of stories scenarios or steps this can be quite handy when wants to cross reference the tests execution with another system ,Improvement
when using scenario level givenstories no report is written when using scenario level given stories like so noformat meta narrative as a user i want to perform an action so that i can achieve a business goal scenario scenario description givenstories giventeststory story given there is something wrong noformat then no report for the story is written using a debugger and placing a break point in templatebleoutput afterstory boolean can see that the method is called times once for beforestories and afterstories and twice for the executing story both times the boolean parameter givenstory is true leading to no report being written attached you find a small maven test project that reproduces the error after executing junitstoriestest would expect a teststory html in the jbehave output folder yet none is created after removing the givenstories line everything works as expected ,Bug
numberformatexception when using transformer for exampletable hi so basically this is all that 's required to break this tabular parameters feature the problem is caused by the code referenced on jbehave stepcreator istable how to reproduce ps also please try to address jbehave or at least reply to read it as soon as possible that 's a critical issue that i think should be solved as soon as possible because it basically gives a misleading feeling of confidence in the current health of the project thanks rodrigo,Bug
jenkins plugin fails to generate testcase nodes for a story like this noformat issue test meta author skundrik narrative test narrative scenario test scenario given report run at timestamp using data source datasource with thread pool size threadpoolsize then item count is count examples timestamp datasource threadpoolsize count t z dsource t z dsource noformat the junit xml output does not contain any testcase nodes and effectively loses the results of the test ,Bug
login issue having issue in login step,Bug
examples not working with parametrized givenstories following code will make examples section cease to work at all givenstories sample procedure login story id global given logged in when go transfers when enter amount amount examples amount while this would work givenstories sample procedure login story given logged in when go transfers when enter amount amount examples amount using version jbehave core version jbehave core version jbehave web version beta jbehave web version jbehave site version jbehave site version ,Bug
performabletree is adding not allowed exampleperformablescenario instances performabletree is adding exampleperformablescenario instances that are not allowed due to meta filters this causes a significant amount of calls to stepfinder prioritise method resulting in a performance degradation specially when using levenshtein distance later they will not be executed project demonstrates this ,Bug
parametrised scenarios with empty examples should n't be run parametrised scenarios with empty examples should n't be run code given a stock of symbol and a threshold when the stock is traded at price then the alert status should be status examples symbol threshold price status code ,Bug
upgrade to apache commons collections v from v java end of life is oct i propose to start jbehave migration to java to make this process smooth i suggest to update jbehave dependencies to the latest available ones and compatible with java now jbehave uses code xml groupid commons collections groupid artifactid commons collections artifactid version version code i propose to upgrade it to apache commons collections version is also available but it requires java ,Improvement
 and annotation the requirement and business analysts at my company are writing user stories using the ' and ' parameter it would be very very useful if you could implement this annotation ,New Feature
add support for teamcity build script interaction provide support for teamcity via the build script interaction teamcity will interpret jbehave scenarios as tests providing the pass fail status and the timing for each test ,New Feature
storyreporter restartedstory is printed on a closed stream in printstreamoutput class after a story is restarted storyreporter restartedstory call is made after storyreporter afterstory is invoked this results in a closed stream for non system out based outputstreams as a result of this issue is not possible to know that story has been restarted other than looking the system out stream a maven project that demostrates this while debugging has been created at,Bug
meta data declared at the scenario level are not reported jbehave version when declaring meta infos into a story at the story level and also at the scenario level only the story level meta informations appear in the xml report scenario level meta informations are not reported looking into the jbehave source code i 've found that the code java storyreporter code interface provide a code java scenariometa code method thing is code java storyreporter scenariometa code method is invoked by the now deprecated code java org jbehave core embedder storyrunner code in the code java runcancellable code method see line code java storyrunner code seems deprecated and the code java performabletree code is now preferred and used but looking at this code java performabletree code class and especially on the code java performabletree performablescenario perform runcontext context code method see line there is no more call to the code java storyreporter scenariometa code as it was done in the code java storyrunner code see the joined sample maven project to reproduce the issue and especially the readme mediawiki for more infos ,Bug
dynamic data for scenarios would be nice to have a feature that allows inject table right before the scenario execution i e we have such scenario given login page opened when login is entered and password is entered then welcome page is displayed examples examples logininfo table in general case data in logininfo table might become outdated from the moment it was generated during parsing all stories in the suite and at the moment this particular story scheduled for the execution having some functionality that allows to get access to the logininfo table right before scenario execution to check it and requiest new from some dataprovider looks quite reasonable the same for the steps parameterized with exampletables i e when user enters info for product from productinfo table,Improvement
scenario metadata is not broadcast to storyreporters in jbehave storyreporter scenariometa is not invoked from performabletable performablescenario the now deprecated storyrunner does this immediately after beforescenario as a consequence story reports created with jbehave do not contain scenario meta information reports generated by jbehave are ok ,Bug
add flaky status to test results problem is described here,New Feature
story execution continues with steps even of failure of givenstory story execution continues with steps even of failure of givenstory if there are given stories if there is a failure in givenstory in console it was showing but executing the second given story how to fix this ,Bug
beforestory mechanism should be added to the story lifecycle beforestory mechanism should be added to the story lifecycle currently the lifecycle support only beforescenario capability as shown in bellow but it 's require to have a capability like beforestory in the story level currently it 's there only in steps classes and if there are multiple steps classes having multiple beforestory annotation all will execute which is not needed for a particular story priority has been increased since we are having a huge requirement to have beforestory capability in story level rather than steps level actual lifecycle before given a step that is executed before each scenario after outcome any given a step that is executed after each scenario regardless of outcome outcome success expected lifecycle beforestory given a step that is executed before the story before given a step that is executed before each scenario after outcome any given a step that is executed after each scenario regardless of outcome afterstory given a step that is executed after the story regardless of outcome outcome success,Improvement
cancellationexceptions are not part of the story reports if a story execution exceeds its timeout the future representing it is cancelled by storymanager in most cases this results in an unhandled interruptedexception that aborts the story execution and in turn is included in the story report however if the story execution handles the interrupedexception e g by perfoming some wait in this manner try thread sleep catch interruptedexecption e don't care then the story might get executed to the end and the story report might conclude as successful on the other hand test execution will fail because the embedded will collect a cancellationexception when invoking future get it would be nice if the story report always contained the information that the story was cancelled sample project run tests with mvn clean verify djbehave threads the build fails but neither jbehave nor serenity reports contain any trace of the cancellation jbehave version ,Bug
storyreporter beforestory invoked after story execution when multithreaded with multiple jbehave threads the beforestory method of a storyreporter is invoked after the story has been actually performed sample project is available here i am using the storyreporter in single threaded mode to expose information on the currently executing story to the step implementations this way i can generate meaningful logs screenshot file names is there any other way to access the story object in a step implementation that works also in multithreaded mode ,Bug
duplicate step error message not reported it seems that the duplicatecandidatefound exception is getting lost inside the embedder test case is attached the only error message i get is code org jbehave core embedder embedder runningstoriesfailed failures in running stories in batch java util concurrent futuretask d d e failures in running stories lost diagnostics story at org jbehave core embedder embedder runstoriesaspaths embedder java at org jbehave core junit junitstory run junitstory java at sun reflect nativemethodaccessorimpl invoke native method at sun reflect nativemethodaccessorimpl invoke nativemethodaccessorimpl java at sun reflect delegatingmethodaccessorimpl invoke delegatingmethodaccessorimpl java at java lang reflect method invoke method java at org junit runners model frameworkmethod runreflectivecall frameworkmethod java at org junit internal runners model reflectivecallable run reflectivecallable java at org junit runners model frameworkmethod invokeexplosively frameworkmethod java at org junit internal runners statements invokemethod evaluate invokemethod java at org junit runners blockjunit classrunner runnotignored blockjunit classrunner java at org junit runners blockjunit classrunner runchild blockjunit classrunner java at org junit runners blockjunit classrunner runchild blockjunit classrunner java at org junit runners parentrunner run parentrunner java at org junit runners parentrunner schedule parentrunner java at org junit runners parentrunner runchildren parentrunner java at org junit runners parentrunner access parentrunner java at org junit runners parentrunner evaluate parentrunner java at org junit runners parentrunner run parentrunner java at org eclipse jdt internal junit runner junit testreference run junit testreference java at org eclipse jdt internal junit runner testexecution run testexecution java at org eclipse jdt internal junit runner remotetestrunner runtests remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner runtests remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner run remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner main remotetestrunner java code ,Bug
make saucelabscrossreference extensible by subclasses to allow extensibility make the map of story to sauce urls protected in saucelabscrossreference,Improvement
seleniumcontextstoryreporter has issues tracking the current scenario when using givenstories given a story with a givenstories directive such as this scenario reset customer search button should clear results givenstories dw grapevine stories customer search searchbyfirstandlastname story when the user clicks on the reset button then all the search input fields should be cleared seleniumcontextstoryreporter will lose track of the current scenario and report all steps as belonging to the givenstories scenario i 'm pretty sure this is because it only implements the ' beforescenario ' method it would be useful if it could also implement the ' afterscenario ' method and reset the currentscenario correctly,Improvement
allow filtering on story and scenario elements now that we have story and scenario elements exposed as meta jbehave we can filter on them e g using filter code groovy path a long story code ,Improvement
provide null object implementation of monitors a implementation of monitors has following advantages provided out of box a no op impl allows easy extensibility allows evolution of methods and signatures via deprecation,Improvement
multiline scenario title appears on line in html report given i have a scenario text scenario as a jbehave user i want to be able to create multiline description and keep doing it forever and ever when scenario is executed then html report should show it in multiple line as it appears on console,Improvement
parameterconverters numberformatexception exception java lang numberformatexception multiple points at sun misc floatingdecimal readjavaformatstring floatingdecimal java at java lang double parsedouble double java at java text digitlist getdouble digitlist java at java text decimalformat parse decimalformat java at java text numberformat parse numberformat java at org jbehave core steps parameterconverters numberconverter convertvalue parameterconverters java at org jbehave core steps parameterconverters convert parameterconverters java at org jbehave core steps stepcreator convertparameters stepcreator java at org jbehave core steps stepcreator access stepcreator java at org jbehave core steps stepcreator parameterizedstep parametrisestep stepcreator java at org jbehave core steps stepcreator parameterizedstep perform stepcreator java at org jbehave core embedder storyrunner finesofar run storyrunner java at org jbehave core embedder storyrunner runstepswhilekeepingstate storyrunner java at org jbehave core embedder storyrunner runscenariosteps storyrunner java at org jbehave core embedder storyrunner runit storyrunner java at org jbehave core embedder storyrunner run storyrunner java at org jbehave core embedder storyrunner run storyrunner java at org jbehave core embedder embedder enqueuedstory call embedder java at org jbehave core embedder embedder enqueuedstory call embedder java at java util concurrent futuretask sync innerrun futuretask java at java util concurrent futuretask run futuretask java at java util concurrent threadpoolexecutor worker runtask threadpoolexecutor java at java util concurrent threadpoolexecutor worker run threadpoolexecutor java at java lang thread run thread java ,Bug
 named not respecting parameter order named does n't seem to do its job and parameter ordering in the method declaration seems to confuse the assignment code for instance given a var with var and var void testvars named var string var named var string var named var string var when executing testvars it assigns var var var var but var var clearly the correct assignment is var var ,Bug
close down stats file input stream after loading them as suggested in,Improvement
stories not found if code location paths contains spaces i started a jbehave spring project by using the archetype console mvn archetype generate dgroupid com mycompany app dartifactid my webapp darchetypeartifactid jbehave spring archetype darchetypegroupid org jbehave darchetypeversion dversion snapshot console if i do that in a parent folder containing spaces in name no story is found and executed while console mvn clean integration test console to reproduce the problem independent from parent folder name i change the target path of the project to the target ,Bug
improve saucelabs settings interop saucelabs has a few timeout settings that can be set per job allow for them to be overridable defaulted and settable by system property,Improvement
ant copy depedencies improvements i have suggestions for improvements of the ant copy dependencies process or suggestions and question update maven ant tasks to the current version the maven ant tasks jar should n't be in lib since it is not a dependency of jbehave maybe if should be in a subdir ant is it intentional that the binary distribution does n't contain any binaries it just downloads the jbehave jars along with the dependencies ,Improvement
webrunner should manage the run context of multiple stories a web interface to submit in background multiple stories check their status view their results,New Feature
scenario title parsed to empty on windows windows regex does not properly parse the scenario title while it works fine on other platforms ,Bug
title before scenario ends up as package name when i run a story that has a comment as the first line of the text the jbehave xunit display in jenkins takes the comment as test name and misses the story file name comment scenario user visits home page a very simple test given user is on home page then home page is shown the resulting path is then root comment user visits home page,Bug
metafilters skip does n't work while skip true works the examples on the jbehave org site consistently use skip as meta filter to exclude stories marked with skip true which does n't work however skip true works as expected either the parsing of the filter condition is broken or the examples could be changed to use skip true ,Bug
speed up regexstoryparser by removing leading we noticed our jbehave tests taking a long time mostly our fault but also a surprising amount of time spent in matcher find from regexstoryparser said the profiler who knew turns out that happens when you call find on long lines and your regex starts with as this guy explains so we removed it and our tests ran a little faster we removed it only from the expressions used with find we did n't touch the ones using matches and your tests run a lot faster unfortunately i do n't know how to prevent regression here i do n't see performance tests and the behavior did n't change you can note how long things take on the continuous integration server though and it 's pretty easy to imagine someone coming through and making the regular expressions all look the same still there you have it ,Improvement
