"summary","type"
"Improve state management of StoryRunner We need to improve the state management of the StoryRunner. 

Currently after every set of steps run the state is reset and the scenario @Before/@After steps are run separately from the normal steps, causing wierd behaviours when there are failure in the @Before steps but not in the normal steps. Examples of such a behaviour are the trader failing_before_after.story and failing_before_stories.story. 

A better and more intuitive state management should be in place, keeping state in the run context. The state should be reset by default before each scenario (to ensure backward compat) but will be shared between the @Before/@After steps and the normal steps. 

We should also have the option to not reset it before each scenario to allow for failures in the @BeforeStory/Stories steps to propagate to the scenario steps in the same run context. 

Once a failing state in a given run context, the steps that follow will not be performed, as customary with normal steps.","feature containing"
"Improve table usage on steps in parameterized scenarios The NamedParameters from the Examples section of a parameterized scenario can be use to replace values in a table used in a step in that scenario. The current replacement scheme is to replace the value whereever it appears in the table data. This improvement is to offer an option to replace table data where the value matches the named parameter as the whole value. It is also to change the algorithm on all replacement to process the named parameters in a sorted order (largest to smallest in length) so as to avoid replacement where one parameeter name is part of another parameter name. 

The default behaviour is to do full replacement (as is currently the case). This behaviour can be overridden via ParameterControls (a replaceWholeWordValue property) or on a per-table basis (with {replaceWholeWordValue=true|false}). 

An updated parameterised_table.story is attached with expected behaviour.","feature containing"
"Improve tabular story report Feedback from colleagues' first use of tabular story report introduced in 3.0.2 (JBEHAVE-339). 

- The layout is too dispersive, too much white space and table runs away out of page 
- Unnecessary (or misleading) repetitions of column headers, such as ""Successful"" and ""Failed"" 
- More difficult to spot failures, only numbers are colour-coded 

Suggestions include: 

- Have a top-level multi-column row with two headers, ""Scenarios"" and ""Steps"". 
- Use logos (with hovering text) for ""Successful"", ""Failed"", ""Pending"" etc ... 
- Colour-code in red the story name in case of failure","feature containing"
"Improve terminology, the distinction between a story and a scenario I think it's unfortunate that a scenario file contains several other scenarios. This leads to some ambiguities in the system, such as the meaning of a {{GivenScenario}}, and also in communication (is a scenario a collection or a scenario?).

It also is somewhat a violation of the literal meaning of scenario - which by definition contains other stories or scenes, not scenarios.

I think while the framework is still relatively young it would be worth addressing this design choice. Perhaps a scenario should contain stories, or something like that.

The main concern is removing the ambiguity about what a scenario is.","feature containing"
"Improved test in PrintStreamOutputBehaviour I tried to improve the tests in PrintStreamOutputBehaviour similar to the changes I did in the Template output to check if xml encoding is done correctly in all cases (it does) and if the file is actually valid xml (it wasn't, not even the expected string was). 
To make this work I added an xmlunit check and changed the order of the created story to match the way a real story is created, in this case the xml is valid. 
This didn't require any change to actual code, only the test code was wrong, so this is a minor issue.","feature containing"
"In AfterStories log string ""Reports view generated with X stories"" showes wrong number Problem in this place:
org.jbehave.core.reporters.TemplateableViewGenerator:169
{code}
        for (Report report : reports.getReports()){
            *Map<String, Integer> stats = report.getStats();*
            if (stats.containsKey(""scenarios"")){
                if (stats.get(""scenarios"") > 0)
                storyCount++;
            }
        }
{code}
""Stats"" map contains not only reports' files, but additionally already calculated ""Total"" reports stats - which will count as one more story.
*Example:*
Reports view generated with 4 stories (of which 0 pending) containing 4 scenarios (of which 0 pending) - when actually was run only 3 stories with 4 scenarios (so, it should be ""3 stories"" in log string)","non-feature containing"
"In an example table, values are not trimmed if there is a custom separator We've found this bug while executing a jbehave story with an example table written like this :

{{Given an example table :
{valueSeparator=!}
label  | code  |
LABEL1 ! CODE1 !}}

During the execution, this step was runned with success, but at the end we had this error message :
Exception in thread ""main"" org.jbehave.core.embedder.Embedder$RunningStoriesFailed: Failures in running stories: ...

It seems that an exception is thrown somewhere, but the process resumes.
We've found several workarounds :
- delete the space before CODE1
- delete the space after CODE1
- not define a custom separator, and use the default separator | everywhere

So, the bug is :
If we use a custom separator and if the values of the example have spaces at both sides, an error is thrown.

We use the jbehave core 4.0.5.
Regards","non-feature containing"
"Incorrect formatting in JBehave report if fixture uses both string and table parameters fixture code: 
{code} 
@Then(""keyword <variable1> keyword <table1>"") 
@Alias(""keyword $variable1 keyword $table1"") 
public void checkSomething(String variable1, ExamplesTable table1) throws SQLException { 

{code} 

usage: 
And keywords variable1 is in 
|field|value| 
|IS_VALID|Y| 
|IS_VALID|N|","non-feature containing"
"Incorrect uploaded filename on Windows IE Uploading an archive with IE fails because the uploaded file name contains the full path. This is due to the different behaviour to commons-upload FileItem, depending on the browser.

The uploaded file name needs to be stripped of any path prefix, if present.","non-feature containing"
"Indented scenarios in stories was possible in JB2 but after upgrade failed in JB3 A client had indented JB scenarios (tabs and/or spaces) in the .scenario files. When upgraded to JB3, and everything else was working for the renamed .story files. the scenarios were not being executed. It seems regex made no match. 

We had breakpoints in place so we could see the BeforeScenario being invoked, but none of the steps. When we removed the left-whitespace, it worked.","non-feature containing"
"Initialisation errors in RemoteWebDriverProvider are not being reported Errors in initialize() method in RemoteWebDriverProvider (e.g. due to auth failure in SauceWebDriverProvider) are not being reported. 

Added RemoteWebDriverProviderTest to verify behaviour (the missing URL should lead to a RunningStoriesFailed exception in the Embedder).","non-feature containing"
"Inline Comments Can you please support inline comments like in the example below? 

{noformat} 
Examples: 
|accountNr |city | 
|123 !-- private customer|Zuerich| 
|312 |Zuerich| 
|999 !-- company customer|Basel | 
{noformat} 

The above example does not work, neither with !-- nor with |--. 

As it seems, comments can only start on a new line in JBehave. So a workaround would be: 

{noformat} 
Examples: 
|accountNr |city | 
!-- private customer 
|123 |Zuerich| 
|312 |Zuerich| 
!-- company customer 
|999 |Basel | 
{noformat} 

But this is not so readable as the inline comments since it destroys the layout of the example table quite a bit.","feature containing"
"Installing new m2e plugin does not like goal ""unpack-view-resources"" Installed latest M2E plugin 
Eclipse complains that Eclipse plugin not covered by lifecycle configuration","non-feature containing"
"Integrate JIRA We are using JIRA to organise our stories. It would be nice to integrate the story files directly from JIRA, so you don't have to write them twice. At this moment we write the acceptance criteria for a story in JIRA and we copy them into our projects. 

My idea is to 
-extend the LoadFromUrl class to add the functionality to log into a page (like for google docs). Something like LoadFromSecuredUrl, LoadFromJira 
-then write a parser that extracts the fields from a story in JIRA as plain text like you propose it here http://jbehave.org/reference/stable/locating-stories.html","feature containing"
"Integrate UsingJMock and UsingJMockWithCGLIB The Mock inner class in UsingJMock should be clever enough to create a regular Mock when it is mocking an interface, and a CGLIB mock otherwise.","feature containing"
"Is there a way to sync scenarios with classes? If a scenario gets reworded, the wording of the Steps class also needs to change. Is there a way to get Eclipse to pick up these changes as refactorings?

(I'm new to JBehave so this may be a rubbish idea, perhaps BAs never decide to reword their scenarios or this feature is already available or scenario writers don't use Eclipse?)","feature containing"
"JBehave + TestNG + Selenium Grid - generate jbehave index.html report file for each seperate selenium node when using single jbehave story file I have a JBehave project in which need to integrate with TestNG and Selenium grid which using [this|https://github.com/ULei/jbehave-testng-example/blob/master/src/test/java/testng/CoreStoriesUsingTestNG.java], [this|https://github.com/garyfoxes/UsingMavenWithTestNG/blob/28b292c56116ffa0b1daebce3022ec9627ce70d9/src/main/java/testngexamples/seleniumgrid/TestSuiteBase.java] and [this|https://github.com/michelleXIE2014/testNG-jbehave-test-example/blob/master/src/test/java/com/lazycode/TraderEmbedderTest.java] code in github *(sorry since i cant past the entire code so only showing the reference)* i have done the JBehave + TestNG + Selenium Grid.

But my problem is when using **single Story** file to execute in different Selenium node the jbehave report `index.html` file is shown for any one node only. I want to have separate report for each node in a single or more jbehave report index.html file. I should not run with two story files and all, how can i show separate report for each and every Selenium node in a single jbehave report html file.

I know the jbehave use [freemarker|http://freemarker.org/] for their report generation but i have no clue on how to override this and show report for each selenium nodes. I have also raised this in [stackoverflow |http://stackoverflow.com/questions/38481164/jbehave-testng-selenium-grid-generate-jbehave-index-html-report-file-for-e]in which there is no response for it.

It will be nice if there is feature in JBehave for this. Like an java code for to optimism that will take the name of the node and present it in the report.

Thanks in Advance. ","feature containing"
"JBehave Eclipse Editor says ""No step is matching"" when using a constant inside annotations With JBehave it is possible to annotate a step method with @Given and @When at the same time, for example: 

{code} 
@Given(""I take a screenshot"") 
@When(""I take a screenshot"") 
public void screenshot() {} 
{code} 

I tried not to repat myself and changed that to: 

{code} 
private static final SCREENSHOT_STEP_NAME = ""I take a screenshot""; 
@Given(SCREENSHOT_STEP_NAME) 
@When(SCREENSHOT_STEP_NAME) 
public void screenshot() {} 
{code} 

That compiles and works when executing the story using the step. The step method is really called. 

But in the JBehave Eclipse Editor it says that no step is matching the step name ""I take a screenshot"". It has to do with using the constant for the annotations. So I think it is a bug in the JBehave Eclipse editor.","non-feature containing"
"JBehave Eclipse Plugin Probably besed very closely on the JUnit plugin code, if not a simple extension to the JUnit plugin itself.

You can use the existing JUnit plugin with the JUnit Adapter, but it only gives you basic functionality. You can't double-click on a responsibility name in the plugin and navigate to the actual method, for instance.

Also, searching for behaviour classes would be nice (anything ending in Behaviour or containing a public void should...() method?)","feature containing"
"JBehave Eclipse plugin If I will be included in JBehave Contributors team I'll be happy to transfer copyright to the JBehave project. You can find the initial plugin sources in the attached zip. I will answer to any question about plugin development specificatons.","feature containing"
"JBehave Maven Plugin As a JBehave user, I would like to be able to type mvn jbehave and verify all the behaviours of the system.","feature containing"
"JBehave Reports import to Hudson xUnit Error: Conversion error Error to convert - A file not found Hi, 

i know about some similar tasks JBEHAVE-394, but i think this does not resolve my problem. 
In my test project(see Attachment) i added a story(ist_produkt_in_bestand.story) with GivenStories. The report xml for that story is currupted because two end-tags are missing. </scenario></story> 

That failure takes place with version 3.1.2, 3.2-beta 1..5, 3.2 and 3.3-beta-1. 

I think it is realy possible that i doing something wrong with the configuration ""src/test/java...jbehave.config.TraderEmbedderRunner"". If it is, tell me pleace how i change it. 

My Hudson config: 
jbehave-hudson-plugin 3.2-beta-5 
xUnit 1.13 

Thanks for your help. 

Best regards 

Sven Sch_fer","non-feature containing"
"JBehave batch execution crashes when there is a NullPointerException or RuntimeException JBehave Version 3.10

+Test suite background.+
Currently we have around 800 scenarios written in about 100+ story files. Most of the scenarios may have about 15 - 30 steps. 
Maven used as the build tool.

+Issue+
We throw all exceptions occur in steps definitions to the JBehave runner where runner can identify the test as a failure or an error

When there are multiple RuntimeException or NullPointerException throwing from scenarios when executing a story JBehave will crashes and stops executing the batch. All the stories after that will not execute.

Note:
Please find he attached log file containing different logs we observe this issue in different situations.
","non-feature containing"
"JBehave configuration classes I'm starting to find that there are multiple different things I might want to do, and the dependency injection mechanism isn't really working as well as I'd like for this.

It would be nice to produce a configuration that's easy to set up, and use that for everything. We could then have different ways of configuring JBehave, eg: environment-driven, settable, null (so you have to specify everything yourself), etc.

Going to have a play with this, driving it using the ""broken scenarios only"".

BTW, every time I get a ""broken scenario"" or ""error output"" story, I'm driving it by actually breaking a story. You won't see these broken stories checked into the build, but it's easy enough to replicate yourself!","feature containing"
"JBehave i18n: Some german translations in keyword_de.properties are WRONG! I'm using jbehave (for the first time) in a project for a german customer and I would, of course, like to write the user stories in german. 

I had a short look into the keyword_de.properties and would like to make some corrections/suggestions: 

1. Scenario=Scenario: 
---should be--- 
Scenario=Szenario: 

Spelled with 'z' instead of 'c'. 

2 GivenStories=VorgegebeneGeschichten\: 
---should be--- 
GivenStories=GegebeneStories\: 

Instead of ""vorgegebene"" simply use ""gegebene"". And I would not even translate 
Story/Stories because it's already a ""germanized"" term, meaning it has been 
accepted in the german language especially within the ""business community"". 

3. Given=Vorgegeben 
---should be--- 
Given=Gegeben 

As mentioned before. 

4. When=Wann 
---should be--- 
When=Wenn 

""Wann"" is simply WRONG in this case. Even though a correct translation of 
the word ""when"", but only if it is related to ""time""/ a temporal term. You 
have to use the conditional ""Wenn"" which you could also translate into english 
as ""if"": http://german.about.com/library/blconfus_wann.htm 

5. NotPerformed=NICHT ERF\u00DCLLT 
---should be--- 
NotPerformed=NICHT AUSGEF\u00DCHRT 

""To perform"" is ""ausf_hren"" in german, hence ""NICHT AUSGEF_HRT"" would be 
the correct translation. ""Erf_llen/erf_llt"" actually means ""fullfilled"" 

That's it! 

I attached the corrected properties file. Would be nice if you or someone 
from the jbehave team could include it in the next release if possible. 

I know this will break compatibility with older releases, but since one 
of the main keywords (""when"") is translated completely wrong I can hardly 
imagine that someone used the German translations yet. Actually it should even be 
replaced/patched in older releases.","non-feature containing"
"JMockListener should only check mocks if the method succeeded If something goes wrong in a method that uses mocks, the actual error is being suppressed and a spurious mock-related message is being returned instead. This makes it difficult to debug methods with mocks.","non-feature containing"
"JUnit test per example in parametrized tests Using AnnotatedPathRunner/SpringAnnotatedPathRunner allow to get JUnit test per story, which is much more friendly than one big ""run"" test. It would useful to get reporting per example in parametrized tests (something looking like in JUnitParams on attached screenshot). 

Btw, JUnitParams which allows to create parametrized tests in JUnit uses custom runner which source code could be useful to review JUnit related part of the implementation of that feature.","feature containing"
"JUnit tests will not run in Win7 JUnit tests failes due to that the read from file results in CarriageReturn as well as Linefeed on each read line.","non-feature containing"
"JUnit to Behaviour test converter To facilitate the conversion of integration/acceptance tests that have been written as JUnit tests it would be useful to have converter.","feature containing"
"JUnitReportingRunner - NullPointerException, if 2 Scenarios are in 1 Story I have a sample story: _Suchen&Ändern Inlandzahlung Varianten.story (see Attachment 1).
This sample story includes different stories as given stories, containing 2 scenarios (for example: Suchen&Ändern ES-CHF-Bank.story.
If I start the JUnitStories, the execution fails after the first scenario in the first story with a NullPointerException. What can I do to work around this bug?

Thanks for looking at this issue.
Thomas

Code of the JUnitStories:

@RunWith({color:red}JUnitReportingRunner.class{color})
public class EFinanceStories extends JUnitStories {
...
        JUnitReportingRunner.recommandedControls(configuredEmbedder());
...

Stack Trace of the failure:

Szenario: Finden und ändern eine Standardzahlung ES-CHF-Bank ab Detailanzeige
Beispiele:
Gegeben Login mit Benutzer Standarduser
Wenn ich die Standard Inlandzahlung für ES-CHF-Bank erfasse
Und ich die Details der Inlandzahlung für ES-CHF-Bank anzeige
Und ich dann die Zahlung zu folgenden Werten ändere:
| Betrag   |
| <Betrag> |
Dann erhalte ich die Meldung geändert
!-- Erfasste Transaktion wieder löschen
Wenn ich die Inlandzahlung für ES-CHF-Bank mit folgenden Werten lösche:
| Betrag von | Betrag bis |
| <Betrag>   | <Betrag>   |
Dann erhalte ich die Meldung Auftrag wurde gelöscht

|Betrag|
|101.50|
Failed to run story E-Finance/stories/Inlandzahlung/Einzelauftrag/Suchen&Ändern/_Suchen&Ändern Inlandzahlung Varianten.story
java.lang.NullPointerException
	at de.codecentric.jbehave.junit.monitoring.JUnitScenarioReporter.example(JUnitScenarioReporter.java:240)
	at org.jbehave.core.reporters.DelegatingStoryReporter.example(DelegatingStoryReporter.java:91)
	at org.jbehave.core.reporters.ConcurrentStoryReporter.example(ConcurrentStoryReporter.java:209)
	at org.jbehave.core.embedder.StoryRunner.runScenariosParametrisedByExamples(StoryRunner.java:429)
	at org.jbehave.core.embedder.StoryRunner.runCancellable(StoryRunner.java:303)
	at org.jbehave.core.embedder.StoryRunner.run(StoryRunner.java:220)
	at org.jbehave.core.embedder.StoryRunner.runGivenStories(StoryRunner.java:389)
	at org.jbehave.core.embedder.StoryRunner.runCancellable(StoryRunner.java:272)
	at org.jbehave.core.embedder.StoryRunner.run(StoryRunner.java:220)
	at org.jbehave.core.embedder.StoryRunner.run(StoryRunner.java:181)
	at org.jbehave.core.embedder.StoryManager$EnqueuedStory.call(StoryManager.java:262)
	at org.jbehave.core.embedder.StoryManager$EnqueuedStory.call(StoryManager.java:229)
	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
	at com.google.common.util.concurrent.MoreExecutors$DirectExecutorService.execute(MoreExecutors.java:299)
	at java.util.concurrent.AbstractExecutorService.submit(AbstractExecutorService.java:134)
	at com.google.common.util.concurrent.AbstractListeningExecutorService.submit(AbstractListeningExecutorService.java:58)
	at com.google.common.util.concurrent.AbstractListeningExecutorService.submit(AbstractListeningExecutorService.java:37)
	at org.jbehave.core.embedder.StoryManager.submit(StoryManager.java:226)
	at org.jbehave.core.embedder.StoryManager.runningStory(StoryManager.java:137)
	at org.jbehave.core.embedder.StoryManager.filterRunning(StoryManager.java:121)
	at org.jbehave.core.embedder.StoryManager.runningStoriesAsPaths(StoryManager.java:106)
	at org.jbehave.core.embedder.StoryManager.runStories(StoryManager.java:83)
	at org.jbehave.core.embedder.Embedder.runStoriesAsPaths(Embedder.java:203)
	at de.codecentric.jbehave.junit.monitoring.JUnitReportingRunner$1.evaluate(JUnitReportingRunner.java:88)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:50)
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:459)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:675)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:382)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:192)

(AfterStories)","non-feature containing"
"Jbehave maven plugin failed to run multiple JunitStories I have a test project with two TestRunner classes extending JunitStories and the maven build failed with java.util.concurrent.RejectedExecutionException. 

After some investigation, I found the AbstractEmbedderMojo ""RunStoriesAsEmbeddables"" creates the an ""EmBedder"" and then loads both of the two test runners in this Embedder. Then, the Embedder calls ""runAsEmbeddables()"" and in this method it calls ""embeddable.useEmbedder(this);"" It means both of the TestRunners are ran by this embedder. As a result, when the ""Embedder"" completes the first test runnber's ""runStoriesAsPaths()"" method, it calls ""shutdownExecutorService();"" and then the second test runner got the RejectedExecutionException when running stoies.","non-feature containing"
"Jbehave plugin for Eclips counts steps and not scenarios As analysts we would prefer that jbehave counts real test scenarios in Eclipse (unitils) and not all steps (wich are only part of a test case). 

Example in screenshot below. ""174 tests"" is then erronious. 

We use version <unitils.jbehave.version>1.0.1. 

If you need any furthur information let me know. 

Kind regards, 
Nicolas.","feature containing"
"Jenkins plugin - all scenarios duration is zero When using JBehave Jenkins plugin to publish test results, the duration column is always 0. this is a known xUnit issue that were solved in xunit plugin version 1.20 (current is 1.62). 
possible solution is to update the xUnit version (JBehave uses 1.9)","non-feature containing"
"Jenkins plugin broken, unmatched dependency Current available jenkins plugin has unmatched dependency. When installing it crashes with: 

WARNING: Failed to load org.jBehavePluginType$DescriptorImpl 

jbehave is then not available in product configuration for processing the output. 

I'm not only one with this problem. Here is a workaround which works great, modified jenkins package without the problematic code. 

http://stackoverflow.com/questions/26861855/jenkins-jbehave-plugin-installation-failed-classnotfoundexception-dtkit-testty","non-feature containing"
"Jenkins plugin cannot parse xml files with narrative tag If a story file contains {{<narrative>}} tag, then the generated xml report will look like the following: 
{code} 
<narrative keyword=""Narrative:""> 
<inOrderTo keyword=""In order to"">do something</inOrderTo> 
<asA keyword=""As a"">user</asA> 
<iWantTo keyword=""I want to"">be able to do something else</iWantTo> 
</narrative> 
<story path=""story1.story"" title=""It should do something""> 
... 
</story> 
{code} 
Jenkins plugin cannot parse files like this, log 
{code} 
INFO: [xUnit] - Converting '/path/to/jenkins/job/workspace/target/jbehave/story1.xml' . 
[Fatal Error] :6:2: The markup in the document following the root element must be well-formed. 
com.thalesgroup.hudson.plugins.xunit.exception.XUnitException: Conversion error Error to convert - A file not found 
{code} 
Line 6 points to the starting {{<story>}} tag, which comes after the closing {{</narrative>}} tag.","non-feature containing"
"Jenkins plugin fails to generate <testcase> nodes For a story like this

{noformat}
Issue Test1
Meta:
@author skundrik

Narrative:
Test narrative
					 
Scenario: Test scenario
Given report run at <timeStamp> using data source <dataSource> with thread pool size <threadPoolSize>
Then item count is <count>

Examples:
|timeStamp           |dataSource   |threadPoolSize|count|
|2015-06-06T00:30:00Z|DSource      |8             |1499 |
|2015-06-07T00:30:00Z|DSource      |8             |199  |
{noformat}

The JUnit 1.0 XML output does not contain any testcase nodes and effectively loses the results of the test.","non-feature containing"
"Jenkins snippet generator does not generate correct groovy script - can't use JBehave with pipelines I'm using Jenkins (2.17) and the JBehave-Jenkins plugin (4.1-SNAPSHOT, built from master) to set up a pipeline job for a series of JBehave tests. The results of these need to be aggregated in the pipeline script, but this doesn't appear to be supported - the snippet generator outputs the following:
{{step([$class: 'XUnitPublisher', testTimeMargin: '3000', thresholdMode: 1, thresholds: [[$class: 'FailedThreshold', failureNewThreshold: '', failureThreshold: '0', unstableNewThreshold: '', unstableThreshold: ''], [$class: 'SkippedThreshold', failureNewThreshold: '', failureThreshold: '', unstableNewThreshold: '', unstableThreshold: '0']], tools: [<object of type org.jbehave.jenkins.JBehavePluginType>]])
}}
The offending bit is the tool section, where there doesn't appear to be an object that matches the JBehavePluginType that can be used here.

This basically means I can't use JBehave in pipelines, which is a big problem. Can this be fixed?","non-feature containing"
"Keyword Synonyms cause failure to find And Steps in same class I started to use Keyword Synonyms to allow steps to be found like 'Given|GIVEN|given' etc. 
I used a custom keywords bundle (see attachments) which worked correctly and found my custom keywords as expected. 
However I cannot now find steps annotated like this : 

@Then(""I navigate to admin page"") 
@Given(""I am on the admin page and logged in"") 
public static void loggedIntoAdmin() { 
AdminPage.login(); 
} 
The JIRA text is : 
Given a given customer is selected 
And I am on the admin page and logged in 

Note : The Given step and the And Step are in the same class. 

This works fine if I do not use Synonyms on the Given step.","non-feature containing"
"Last of two subsequent AND-clauses with translated keywords is not performed I translated 'And' keyword to 'Ande' (actually I use russian word, but in order to simplify I will use plain latin letters). All other keywords remain the same. 

When I try to execute simple scenario with three THEN-clauses concatenated by AND: 

{noformat:nopanel=true} 
When something happened 
Then check first condition 
Ande check second condition 
Ande check third condition 
{noformat} 

Then last clause is not matched with corresponding step and marked as pending. Although corresponding step is present in code. *If I use english keyword 'And' all work fine*. 

I created sample project for reproducing bug: https://github.com/nartamonov/jbehave-i18n-bug","non-feature containing"
"Lazy instantiation of steps classes, only if candidate steps are matched As suggested by Paul, the eager instantiation of steps classes is unnecessary. Candidate steps can be matched using the steps type and the steps instances should be instantiated only if the candidate steps are matched.","feature containing"
"Lifecycle steps not aware of examples table data Because the Lifecycle object containing all the before/after steps runs as a separate thing, if any of those steps needs data from the examples table of each scenario, it will not be found 

Example 

Lifecycle: 
Before: 
Given that I am looged as <user> 

Scenario: test 

When I do something 
Then bleh 

Examples: 
|user|password| 
|userA|passwordA| 
|userB|passwordB| 

in this example the runner will not find a matching step because the method for the log in is expecting data, but because the step is in the lifecycle the examples table is not provided to it","non-feature containing"
"Lifecycle steps not run before/after each Example Scenario When you have a story with: 
* At least, two scenarios 
** 1st scenario is a ""normal"" scenario 
** 2nd scenario is a ""example"" scenario 
* The story has {{Lifecycle}} steps 

For the example scenario {{Lifecycle}} steps are not run before/after each scenario. 

Check attached example (use {{mvn test}} to run the example).","non-feature containing"
"Lifecycle steps: after upon outcome In JBehave it is possible to use lifecyle steps, which add steps before and after each scenario. 

{quote} 
Lifecycle: 
Before: 
Given I have a bank account 
And my balance is 100 
After: 
Then my balance is archived 
{quote} 

If a step of the scenario fails, then the after steps are not executed. 

This might be good in some situations, but in another situations it would be good that the after steps are executed even in case of a failure. For example one could do some cleanups there. 

Can you please improve this so that it can be specified upon which outcome type the after steps are called in the story?","feature containing"
"Lines starting ""Scenario: "" cannot be commented out. Devs often comment out all scenarios bar one, as they debug it. 

commenting out of steps - sure that works 
commenting out of the scenatio header - sadly its ignored","non-feature containing"
"LoadFromRelativeFile break on windows when using maven traversal When invoking LoadFromRelativeFile and passing in a traversal substitution stories are not found because the substitution is not applied. This is due to the difference in the StoryFilePath which forces path separators to be '/'. When the LoadFromRelativeFile code gets the absolute path of location file separators are converted to '\'. This keeps the locationPath.replace code from working 

Im invoking the code as.. 

public Configuration configuration() { 
return new MostUsefulConfiguration() // where to find the stories 
.useStoryLoader(new LoadFromRelativeFile(CodeLocations.codeLocationFromClass(getClass()), LoadFromRelativeFile.mavenModuleTestStoryFilePath(""src/test/resources/jbehave/""))) 
.useStoryReporterBuilder( 
new StoryReporterBuilder().withDefaultFormats() 
.withFormats(Format.CONSOLE, Format.TXT)); 


The code that breaks in LoadFromRelativeFile that break is 

String locationPath = new File(CodeLocations.getPathFromURL(location)).getAbsolutePath(); 
for (StoryFilePath traversal : traversals) { 
String filePath = locationPath.replace(traversal.toRemove, traversal.relativePath) + ""/"" + resourcePath; 


locationPath would have all '/' converted to '\' by getAbsolutePath on windows machines. 

Maybe the following line should be inserted after the definition of locationPath 

locationPath = locationPath.replace(""\\"",""/""); 

}","non-feature containing"
"LoadOdtFromClasspath missing from sources In my Company we are using CSV files with data tables to feed jbehave story files. We would like to have one file with the data rather than single CSV for single jbehave story file. 
I found in documentation org.jbehave.core.io.odf.LoadOdtFromClasspath functionality http://jbehave.org/reference/stable/locating-stories.html and I thought that it could solve our problems. 
However when I check my sources of jbehave (4.0-beta-3 core and 3.5.5 web) there is no class LoadOdtFromClasspath available. Would you please let me know why it is not in the sources? Would you send me some example of how to use loading from ODT file and what are the features? Would it help for having too many files for jbehave stories?","non-feature containing"
"LocalFrameContextView is succeptible to something like XSS (not a security issue though) the status display in org.jbehave.web.selenium.LocalFrameContextView is constructing a html string for the current step by concatenating the strings with html tags, this will not work if the step itself contains html tags or javascript fragments. 

This doesn't cause any real issues but it makes the current step fail, in essence this is an injection error (if this were in a web application, this would be sufficient for a xss bug). 

I noticed this when writing an example xss story for my project, for now I just commented out the offending steps, I will submit a patch when I get around to on the weekend.","non-feature containing"
"Localisation As proposed by Alexandre Martins, localisation of Narrative would be useful for use with non-english languages.
Eg, the narrative in portuguese would be:

Como um [papel]
Eu quero [fun?_o]
De forma que [benef_cio]

Both the story codegen and the renderer would need to support a Localiser component that know how to translate the keywords in the different locales.","feature containing"
